0.000000	0.000000	One (*...)
0.479693	0.479693	One (.*..)
0.959386	0.959386	One (..*.)
1.439079	1.439079	One (...*)
1.918772	1.918772	Two (*...)
2.398465	2.398465	Two (.*..)
2.878158	2.878158	Two (..*.)
3.357851	3.357851	Two (...*)
3.837544	3.837544	Three
5.756316	5.756316	Four
7.675088	7.675088	Five
9.593860	9.593860	Six
11.512632	11.512632	Seven
13.431404	13.431404	Eight (*...)
13.911097	13.911097	Eight (.*..)
14.390790	14.390790	Eight (..*.)
14.870483	14.870483	Eight (...*)
